dt,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
1716966000,5,1562.12,1.66,27.76,188.83,19.07,84.59,97.65,8.99
1716969600,5,1668.93,1.73,34.96,171.66,22.41,82.46,96.51,9.5
1716973200,5,1789.09,1.49,43.53,140.19,24.32,75.35,89.87,9.63
1716976800,5,7583.62,53.64,134.35,19.13,52.93,135.67,174.89,23.56
1716980400,5,16662.6,232.46,134.35,0.08,89.65,252.43,331.5,39.52
1716984000,5,22430.42,357.63,127.49,0,110.63,383.67,509.54,59.28
1716987600,5,26062.01,418.42,132.98,0,125.89,535.47,711.73,85.12
1716991200,5,29052.73,464.92,135.72,0,118.26,693.29,903.01,82.08
1716994800,5,31188.96,486.37,145.32,0,103,820.85,1047.15,64.85
1716998400,5,29907.23,450.61,161.77,0,102.04,836.05,1049.1,69.92
1717002000,5,28625.49,422,183.7,0,113.49,810.62,1001.18,79.04
1717005600,5,26916.5,379.09,202.89,0,114.44,790.44,967.86,80.05
1717009200,5,24353.03,321.87,213.86,0,110.63,763.44,937.05,85.12
1717012800,5,21362.3,264.64,208.38,0,104.9,726.26,897.95,89.17
1717016400,5,18371.58,209.21,194.67,0,97.27,680.48,844.66,88.16
1717020000,5,15380.86,166.3,168.62,0,85.83,626.11,782.76,83.09
1717023600,5,12924.19,137.69,132.98,0,74.39,568.93,712.48,74.98
1717027200,5,13351.44,159.14,102.82,0.13,77.25,559.54,703.07,71.94
1717030800,5,16662.6,227.09,101.45,1.01,81.06,577.3,724.6,41.04
1717034400,5,20080.57,253.92,159.03,2.75,92.51,618.01,774.71,39.52
1717038000,5,19866.94,164.51,260.47,6.79,95.37,643.23,801.92,46.1
1717041600,5,4272.46,2.43,116.53,90.12,56.74,180.56,218.24,14.69
1717045200,5,2990.72,1.16,78.14,113.01,42.92,122.81,149.42,14.19
1717048800,5,3097.53,1.31,74.03,125.89,40.53,128.42,157.34,14.44
1717052400,5,3231.05,1.54,73.34,164.51,43.39,151.79,182.38,13.05
1717056000,5,3177.64,1.58,71.29,211.72,46.73,179.72,208.76,10.89
1717059600,5,2937.32,1.09,67.86,228.88,45.78,194.68,220.53,8.74
1717063200,5,4966.74,0.83,120.64,150.2,47.21,227.35,261.63,12.79
1717066800,5,7904.05,3.8,189.19,28.97,52.45,257.02,306.03,18.24
1717070400,5,8758.54,33.53,172.73,0.03,52.45,260.63,322.32,22.55
1717074000,5,8972.17,60.8,139.83,0,51.98,265.77,341.38,26.6
1717077600,5,10040.28,85.83,127.49,0,54.36,303.08,394.46,30.4
1717081200,5,12390.14,116.23,132.98,0,59.6,388.38,501.15,33.94
1717084800,5,15167.24,148.42,139.83,0,62.94,479.79,601.72,30.65
1717088400,5,16235.35,151.99,150.8,0,57.7,526.69,632.52,19.51
1717092000,5,13671.88,97.45,152.17,0,49.11,484.06,558.01,11.4
1717095600,5,9719.85,43.36,135.72,0,39.58,401.51,452.99,8.61
1717099200,5,8010.86,25.03,119.27,0,31.47,374.16,422.32,9.25
1717102800,5,7156.37,19,104.19,0,25.99,358.67,406.32,10.26
1717106400,5,6729.13,19.89,90.48,0,22.89,346.82,394.44,10.77
1717110000,5,6568.91,25.03,81.57,0,23.37,332.77,379.43,11.02
1717113600,5,7904.05,52.75,85.68,0.11,33.86,348.31,404.3,16.09
1717117200,5,11001.59,111.76,105.56,0.7,54.36,383.84,457.56,22.8
1717120800,5,14953.61,182.39,127.49,1.25,75.34,440.24,539.13,32.42
1717124400,5,17517.09,216.36,154.91,1.7,86.78,480.95,599.43,44.58
1717128000,5,4219.06,11.73,109.67,18.6,42.92,115.24,146.66,16.97
1717131600,5,3177.64,0.2,91.85,28.61,36.72,78.18,103.49,15.45
1717135200,5,3284.45,0.06,93.22,38.62,40.53,80.44,108.31,15.96
1717138800,5,3097.53,1.9,86.37,62.23,43.39,78.83,105.08,14.31
1717142400,5,3070.83,4.08,90.48,82.25,50.07,87.82,112.23,12.41
1717146000,5,3311.16,4.08,105.56,91.55,58.17,106.83,131.25,10.77
1717149600,5,7156.37,17.88,197.41,30.04,75.34,194.36,237.53,16.72
1717153200,5,13458.25,92.09,254.99,0.34,92.51,314.11,388.16,26.35
1717156800,5,16448.97,146.63,233.05,0,89.65,382.37,482.58,34.45
1717160400,5,17944.34,189.54,194.67,0,91.55,447.6,578.51,53.7
1717164000,5,20935.06,250.34,178.22,0,110.63,573.49,749.09,91.2
1717167600,5,26062.01,332.59,191.93,0,148.77,776.36,1013.41,143.89
1717171200,5,31616.21,414.85,227.57,0,183.11,979.52,1259.34,182.39
1717174800,5,33752.44,457.76,244.02,0,171.66,1062.99,1342.71,164.15
1717178400,5,32470.7,432.73,230.31,0,122.07,1050.26,1318.73,109.43
1717182000,5,27771,350.48,191.93,0,62.94,940.51,1173.52,44.08
1717185600,5,23284.91,275.37,156.28,0,35.76,817.88,1008.02,22.04
1717189200,5,20507.81,236.03,130.24,0,25.99,748.05,910.23,16.09
1717192800,5,19653.32,228.88,113.79,0,23.37,737.4,884.67,13.81
1717196400,5,20294.19,243.19,106.93,0,25.75,764.77,895.28,13.17
1717200000,5,21148.68,261.07,120.64,0,40.05,776.1,888.05,17.99
1717203600,5,12496.95,130.53,150.8,0.01,51.02,462.2,518.41,15.07
1717207200,5,9185.79,98.35,123.38,0.04,52.45,304.19,347.86,16.72
1717210800,5,7476.81,79.57,112.41,0.17,54.84,230.84,268.91,17.73
1717214400,5,4592.9,25.93,106.93,0.16,41.96,137.4,162.59,13.3
1717218000,5,3524.78,8.94,102.82,0.42,41.96,99.3,121.68,11.78
1717221600,5,2990.72,7.71,98.71,0.77,46.25,82.67,102.76,10.13
1717225200,4,2429.96,6.82,87.74,1.02,46.25,66.35,83.26,8.36
1717228800,4,2243.04,8.83,82.25,0.58,47.68,61.39,77.45,7.92
1717232400,4,2429.96,13.86,80.2,0.59,49.59,63.04,79.14,8.36
1717236000,5,5821.23,77.78,85,0.86,59.6,101.88,131.31,15.07
1717239600,5,12283.33,205.64,91.85,0.02,79.15,187.4,244.83,24.83
1717243200,5,16448.97,286.1,95.96,0,91.55,278.72,368.8,39.01
1717246800,5,19653.32,346.9,101.45,0,112.53,394.28,521.64,68.9
1717250400,5,23498.54,414.85,106.93,0,135.42,538.46,706.78,103.35
1717254000,5,26916.5,472.07,117.9,0,158.31,690.22,901.35,141.86
1717257600,5,29479.98,522.14,127.49,0,169.75,809.3,1052.06,158.07
1717261200,5,29907.23,543.59,127.49,0,137.33,861.94,1115.81,119.57
1717264800,5,28198.24,514.98,113.79,0,87.74,857.48,1114.97,64.85
1717268400,5,23498.54,439.88,91.85,0,51.02,783.67,1003.8,35.97
1717272000,5,18798.83,350.48,74.71,0,37.19,687.65,866.73,34.96
1717275600,5,15167.24,271.8,65.12,0,33.86,602.04,751.27,42.05
1717279200,5,12603.76,214.58,60.32,0,35.29,528.2,644.79,46.61
1717282800,5,10894.78,173.45,54.15,0,33.86,461.42,551.89,40.53
1717286400,5,11322.02,173.45,60.32,0.03,42.92,440.25,535.35,40.02
1717290000,5,11642.46,180.6,94.59,0.54,55.79,411.42,496.29,29.89
1717293600,5,13244.63,200.27,130.24,2.7,69.62,446.29,535.82,26.6
1717297200,5,12710.57,125.17,227.57,26.46,77.25,482.54,569.27,23.56
1717300800,5,5928.04,6.87,157.65,111.58,50.07,288.03,324.44,7.66
1717304400,5,4859.92,1.06,119.27,120.16,45.3,231.96,261.6,7.66
1717308000,5,4966.74,1.09,127.49,123.02,53.41,242.17,274.85,7.54
1717311600,5,4966.74,1.55,138.46,128.75,66.76,255.13,286.45,5.7
1717315200,5,4806.52,1.48,142.57,158.79,73.43,278.63,306.73,3.64
1717318800,5,4539.49,0.75,130.24,197.41,70.57,295.98,321.14,2.85
1717322400,5,8331.3,0.74,205.64,94.41,69.62,386.84,426.36,8.04
1717326000,5,15594.48,53.2,293.37,0.36,80.11,502.54,569.17,17.99
1717329600,5,21362.3,143.05,296.12,0,86.78,616.27,713.57,27.87
1717333200,5,23925.78,205.64,260.47,0,85.83,689.85,824.23,41.54
1717336800,5,23498.54,232.46,200.15,0,75.34,716.15,883.94,45.09
1717340400,5,22430.42,239.61,152.17,0,66.76,735.62,927.55,46.1
1717344000,5,21148.68,246.76,119.27,0,59.13,725.62,926.83,40.02
1717347600,5,17944.34,212.79,95.96,0,45.78,624.71,799.83,26.85
1717351200,5,13351.44,146.63,81.57,0,34.33,496.25,639.69,20.77
1717354800,5,9292.6,80.47,75.4,0,26.7,391.04,503.75,16.97
1717358400,5,6729.13,38,70.6,0,22.65,323.73,414.09,14.69
1717362000,5,5180.36,15.87,64.43,0.06,20.74,281.34,356.79,13.68
1717365600,5,4379.27,9.05,56.21,0.26,20.74,250.03,310.57,13.43
1717369200,5,4753.11,19.67,54.84,0.03,25.99,246.03,302.39,16.97
1717372800,5,8331.3,86.72,63.75,0.06,50.07,322.01,400.25,34.96
1717376400,5,14739.99,211,82.94,0.4,84.88,434.3,545.13,48.13
1717380000,5,18371.58,257.49,119.27,1.92,94.41,493.05,617.85,42.56
1717383600,5,16235.35,148.42,205.64,14.84,88.69,489.69,604.25,38
1717387200,5,5020.14,7.82,105.56,140.19,46.25,229.99,266.81,14.69
1717390800,5,3337.86,3.02,61.01,208.85,37.19,197.59,224.65,11.78
1717394400,5,2563.48,2.18,43.18,223.16,31.95,164.19,185.45,11.15
1717398000,5,2109.53,2.49,41.13,180.24,30.28,118.18,135.77,10.77
1717401600,5,2136.23,3.27,50.04,128.75,31.95,93.61,110.56,10.89
1717405200,5,2376.56,3.55,61.69,85.12,32.9,79.7,96.88,11.53
1717408800,5,6729.13,48.73,122.01,10.73,50.07,127.51,161.71,20.52
1717412400,5,14312.74,189.54,134.35,0.07,76.29,238.73,304.12,28.88
1717416000,5,21575.93,321.87,142.57,0,92.51,391.42,496.85,35.46
1717419600,5,27771,422,156.28,0,103,606.91,772.85,48.13
1717423200,5,32470.7,493.53,167.25,0,122.07,847.45,1080.42,84.1
1717426800,5,35034.18,536.44,189.19,0,156.4,1051.95,1338.9,141.86
1717430400,5,36743.16,550.75,216.6,0,185.01,1183.1,1499.83,184.42
1717434000,5,34606.93,514.98,213.86,0,167.85,1169.2,1471.02,164.15
1717437600,5,29907.23,432.73,189.19,0,122.07,1066.56,1342.27,113.49
1717441200,5,24566.65,332.59,156.28,0,80.11,947.06,1196.68,71.94
1717444800,5,20721.44,268.22,130.24,0,62.94,855.72,1081.12,63.33
1717448400,5,18157.96,227.09,108.3,0,55.31,793.9,998.8,63.84
1717452000,5,16021.73,194.91,86.37,0,49.11,722.73,892.24,57.25
1717455600,5,14739.99,178.81,69.23,0,42.92,665.4,805.11,41.54
1717459200,5,17517.09,232.46,65.8,0.08,56.27,711.12,858.28,41.04
1717462800,5,24566.65,364.78,81.57,0.37,82.97,819.15,992.38,41.04
1717466400,5,31616.21,486.37,120.64,0.76,103,932.71,1132.02,46.61
1717470000,5,32897.95,464.92,183.7,1.37,105.86,965.06,1168.11,57.76
1717473600,5,5393.98,33.97,116.53,14.31,51.98,179.29,218.5,16.21
1717477200,5,3017.43,7.38,84.31,28.25,39.1,104.92,130.87,12.67
1717480800,5,2189.64,2.91,64.43,35.41,32.42,78.6,98.76,10.89
1717484400,4,1735.69,1.48,54.15,35.05,29.33,57.45,73.01,9.37
1717488000,3,1548.77,0.96,50.72,33.62,29.09,45.68,58.74,8.11
1717491600,3,1522.06,0.54,50.72,31.11,28.37,40.27,52.1,7.35
1717495200,4,4539.49,40.68,78.83,2.37,41.01,71.75,97.78,15.07
1717498800,5,9506.23,141.26,77.46,0.01,59.6,133.84,184.66,24.57
1717502400,5,12069.7,194.91,74.71,0,66.76,192.44,269.38,31.66
1717506000,5,13885.5,225.31,75.4,0,71.53,269.66,368.9,39.01
1717509600,5,16662.6,275.37,76.77,0,76.29,387.67,514.77,43.57
1717513200,5,20935.06,350.48,82.25,0,81.06,552.06,721.96,49.65
1717516800,5,24566.65,418.42,91.85,0,81.06,687.55,889.09,51.17
1717520400,5,26275.63,457.76,98.71,0,76.29,747.02,954.12,45.6
1717524000,5,26062.01,454.19,102.82,0,71.53,775.7,986.5,50.16
1717527600,5,24353.03,422,101.45,0,67.71,773.02,987.52,57.25
1717531200,5,21575.93,368.36,97.33,0,57.7,731.65,934.95,52.18
1717534800,5,17944.34,293.25,90.48,0,49.59,638.49,806.36,46.61
1717538400,5,13885.5,214.58,78.83,0,42.44,513,641.7,41.04
1717542000,5,12390.14,185.97,71.29,0,42.44,463.21,582.56,40.53
1717545600,5,16235.35,257.49,76.77,0.06,65.8,555.27,698.81,57.25
1717549200,5,24780.27,418.42,95.96,0.27,103.95,712.79,897.29,65.86
1717552800,5,29479.98,500.68,119.27,0.54,115.39,776.59,977.85,61.81
1717556400,5,26916.5,414.85,163.14,1.59,107.77,727.35,911.86,63.84
1717560000,5,4432.68,22.8,106.93,29.33,43.87,126.72,158.06,15.96
1717563600,4,2750.4,2.68,73.34,55.79,31.95,74.92,95.97,12.67
1717567200,4,2616.88,0.89,67.17,65.8,32.42,71.89,94.35,12.79
1717570800,5,2670.29,0.5,72.66,72.24,38.62,75.33,98.75,13.05
1717574400,5,2857.21,0.98,89.11,66.52,48.16,82.58,106.52,13.05
1717578000,5,2964.02,1.26,104.19,50.07,54.36,85.46,109.21,12.79
1717581600,5,7049.56,53.64,142.57,4.43,65.8,132.28,175.52,22.29
1717585200,5,13885.5,194.91,128.87,0.05,84.88,218.8,296.69,34.96
1717588800,5,16876.22,264.64,109.67,0,86.78,292.68,405.13,44.58
1717592400,5,17517.09,278.95,100.08,0,86.78,363.98,502.56,50.66
1717596000,5,18157.96,282.53,98.71,0,83.92,433.34,584.95,50.16
1717599600,5,19866.94,307.56,101.45,0,80.11,534.61,704.85,48.13
1717603200,5,22216.8,343.32,109.67,0,75.34,628.77,813.89,39.52
1717606800,5,23925.78,375.51,113.79,0,63.9,691.11,879.86,24.57
1717610400,5,23284.91,368.36,108.3,0,47.68,693.94,873.21,15.58
1717614000,5,19866.94,311.14,93.22,0,32.9,622.36,781,12.16
1717617600,5,15380.86,236.03,74.71,0,24.32,507.06,641.48,11.65
1717621200,5,11108.4,168.09,55.52,0,20.74,386.77,495.21,11.91
1717624800,5,7904.05,119.81,40.44,0,20.98,288.34,377.37,12.92
1717628400,5,6835.94,109.08,31.19,0,25.99,250.3,333.83,16.97
1717632000,5,10253.91,178.81,33.24,0.04,50.54,321.59,428.42,34.45
1717635600,5,18371.58,329.02,57.58,0.53,89.65,473.3,619.17,48.13
1717639200,5,23712.16,386.24,122.01,2.1,105.86,586.36,752.6,50.16
1717642800,5,23498.54,250.34,271.44,9.66,103,659.69,825.83,53.2
1717646400,5,5340.58,11.73,127.49,103,50.54,193.64,236.48,18.24
1717650000,5,3578.19,4.3,74.03,183.11,42.92,164.68,198.6,14.57
1717653600,5,2910.61,2.29,49.35,260.35,41.01,173.46,205.97,13.68
1717657200,5,2403.26,1.59,40.78,288.96,39.1,173.85,203.85,12.79
1717660800,5,2082.82,1.49,42.16,248.91,37.67,150.86,177.01,11.78
1717664400,5,1842.5,1.56,45.93,167.37,33.86,105.44,126.9,11.15
1717668000,5,5020.14,20.56,113.79,36.84,47.68,111.67,142.33,18.24
1717671600,5,9933.47,116.23,117.9,0.26,69.62,159.62,208.92,28.88
1717675200,5,12069.7,169.87,104.19,0,77.25,209.21,278.67,38
1717678800,5,12603.76,175.24,104.19,0,75.34,267.89,358.82,43.06
1717682400,5,14526.37,196.7,112.41,0,71.53,364.31,478.46,41.04
1717686000,5,17517.09,223.52,141.2,0,70.57,475.38,601.35,32.93
1717689600,5,17944.34,221.73,149.43,0,64.85,507.31,640.41,25.33
1717693200,5,16021.73,194.91,124.75,0,52.45,460.77,593.62,17.48
1717696800,5,12283.33,141.26,97.33,0,38.15,374.89,492.64,14.31
1717700400,5,9826.66,108.18,74.03,0,28.85,331.61,440.87,14.19
1717704000,5,8972.17,99.24,58.26,0,24.56,329.24,438.43,15.07
1717707600,5,8544.92,94.77,50.04,0,22.89,333.74,441.96,16.21
1717711200,5,8438.11,92.98,48.67,0,23.13,333.7,432.57,17.23
1717714800,5,9292.6,107.29,51.41,0,28.37,350.58,442.9,20.52
1717718400,5,13885.5,189.54,64.43,0.11,54.36,462.48,577.15,37.49
1717722000,5,23071.29,364.78,91.85,0.23,96.32,618.36,771.24,47.62
1717725600,5,28625.49,472.07,120.64,0.45,114.44,686.62,856.29,51.17
1717729200,5,26062.01,404.12,156.28,1.21,110.63,632.32,788.98,58.26
1717732800,5,4058.84,17.21,105.56,19.49,39.58,97.6,124.81,14.06
1717736400,4,2483.37,0.59,72.66,44.35,30.28,57.48,77.18,10.64
1717740000,4,2216.34,0.17,63.75,67.23,32.9,55.57,75.96,9.88
1717743600,4,2002.72,0.66,61.01,91.55,37.19,57.7,77.66,8.74
1717747200,4,1789.09,1.51,59.63,100.14,39.58,56.72,74.67,7.79
1717750800,4,1628.88,1.68,55.52,90.12,36.24,52.31,67.82,6.97
1717754400,5,5447.39,38,106.93,14.48,47.68,91.82,119.2,15.71
1717758000,5,11749.27,164.51,105.56,0.04,71.53,171,219.71,26.09
1717761600,5,15380.86,243.19,101.45,0,82.97,253.6,327.99,35.46
1717765200,5,17303.47,271.8,105.56,0,86.78,351.2,457.3,47.62
1717768800,5,19439.7,296.83,108.3,0,87.74,473.16,611.87,58.77
1717772400,5,22216.8,336.17,113.79,0,91.55,615.13,783.6,71.94
1717776000,5,24139.4,371.93,120.64,0,95.37,704.92,890.1,74.98
1717779600,5,23071.29,361.2,117.9,0,80.11,671.78,845.72,51.68
1717783200,5,18585.21,286.1,100.08,0,54.36,555.02,708.35,31.66
1717786800,5,14099.12,216.36,76.09,0,35.76,450.76,587.19,21.53
1717790400,5,10253.91,153.78,56.89,0,25.03,354.27,471.05,16.09
1717794000,5,6835.94,93.88,44.55,0,18.84,258.97,352.41,12.67
1717797600,5,4539.49,52.3,37.36,0,16.45,186.92,258.93,11.02
1717801200,5,3952.03,41.57,35.64,0,18.36,164.8,224.71,11.4
1717804800,5,5554.2,69.74,40.78,0.09,30.52,196.9,262.4,17.99
1717808400,5,8331.3,118.02,54.15,0.89,46.73,236.56,309.51,23.81
1717812000,5,9719.85,126.96,81.57,4.34,54.36,257.26,333.01,28.63
1717815600,5,8010.86,58.11,124.75,33.62,51.02,248.54,313.1,30.65
1717819200,5,2162.93,4.3,40.44,128.75,20.5,90.44,107.61,12.29
1717822800,4,1415.25,1.73,21.42,160.22,15.02,66.51,77.81,9.75
1717826400,4,1268.39,1.44,19.02,168.8,14.54,62.87,73.47,9.5
1717830000,4,1214.98,1.58,20.73,165.94,15.74,55.95,66.48,8.99
1717833600,4,1188.28,1.75,23.65,157.36,17.4,49.68,60.14,8.23
1717837200,4,1214.98,1.7,27.42,140.19,17.88,44.6,54.91,7.54
1717840800,5,5393.98,24.59,112.41,34.69,36.72,90.55,118.45,17.23
1717844400,5,11322.02,125.17,128.87,0.32,58.65,169.11,221.43,26.6
1717848000,5,15808.11,209.21,132.98,0,69.62,265.8,346.05,33.94
1717851600,5,18371.58,236.03,149.43,0,71.53,376.79,490.38,38
1717855200,5,19653.32,232.46,156.28,0,64.85,470.31,606.94,34.45
1717858800,5,19226.07,209.21,152.17,0,54.84,521.43,667.12,27.36
1717862400,5,13671.88,126.96,135.72,0,44.82,415.55,524.77,18.75
1717866000,5,10787.96,92.09,116.53,0,37.19,341.49,433.9,14.44
1717869600,5,8544.92,64.37,100.08,0,30.99,288.67,372.71,14.69
1717873200,5,7583.62,52.3,93.22,0,34.81,281.68,367.59,25.84
1717876800,5,7690.43,54.09,95.96,0,44.82,308.89,405.97,45.09
1717880400,5,7797.24,55.43,100.08,0,53.41,336.43,440.93,64.85
1717884000,5,7904.05,54.99,104.19,0,60.08,352.12,458.47,82.08
1717887600,5,8117.68,59.9,108.3,0,65.8,362.76,466.3,95.25
1717891200,5,10253.91,102.82,111.04,0.32,82.02,415.71,529.5,109.43
1717894800,5,13031.01,155.57,106.93,3.17,74.39,432.38,548.06,52.69
1717898400,5,14312.74,128.75,168.62,17.7,69.62,442.24,554.2,32.17
1717902000,5,12390.14,33.08,216.6,138.76,63.9,462.75,557.92,27.61
1717905600,5,2536.77,2.79,37.36,214.58,22.65,123.78,142.34,8.87
1717909200,5,1628.88,1.36,19.54,217.44,17.17,89.46,102.64,7.6
1717912800,5,1428.6,1.19,18.34,214.58,18.12,86.03,99.11,7.22
1717916400,5,1375.2,1.24,22.28,205.99,20.74,84.37,97.38,7.03
1717920000,5,1415.25,1.24,29.13,191.69,24.32,84.03,96.96,7.09
1717923600,5,1522.06,0.96,38.73,165.94,27.89,81.02,93.74,7.16
1717927200,5,4325.87,4.3,120.64,62.23,41.48,111.75,135.38,13.17
1717930800,5,9826.66,68.84,189.19,0.5,64.85,195.19,239.79,20.27
1717934400,5,13244.63,123.38,224.83,0,77.25,298.3,365.64,27.11
1717938000,5,15167.24,139.47,254.99,0,83.92,425.07,519.33,39.01
1717941600,5,16876.22,143.05,252.25,0,83.92,558.05,681.13,45.6
1717945200,5,17517.09,132.32,235.8,0,82.02,677.02,826.15,50.16
1717948800,5,18157.96,134.11,213.86,0,80.11,760.19,929.78,50.16
1717952400,5,17303.47,119.81,189.19,0,69.62,754.85,924.43,39.52
1717956000,5,15167.24,93.88,161.77,0,58.17,714.89,880.74,35.46
1717959600,5,13137.82,67.95,137.09,0,46.73,670.93,833.04,33.94
1717963200,5,11428.83,50.07,116.53,0,37.19,626.47,781.12,30.65
1717966800,5,10040.28,38.44,100.08,0,30.99,579.49,722.96,26.85
1717970400,5,9185.79,32.63,86.37,0,28.37,534.23,660.92,22.55
1717974000,5,9292.6,40.23,78.83,0,29.8,518.19,635.57,20.27
1717977600,5,12283.33,95.67,85.68,0.21,46.25,587.46,719.74,28.37
1717981200,5,17944.34,185.97,127.49,2.55,73.43,684.79,835.7,32.42
1717984800,5,22430.42,164.51,265.96,19.67,91.55,800.59,964.53,33.94
1717988400,5,23284.91,33.97,383.85,228.88,98.23,1003.46,1169.27,31.92
1717992000,5,5981.45,4.69,98.71,329.02,67.71,352.46,398.15,8.74
1717995600,5,4165.65,1.9,54.84,400.54,59.13,312.56,349.41,8.23
1717999200,5,3685,1.26,45.93,434.88,61.04,318.35,356.61,7.79
1718002800,5,3471.37,1.29,56.21,411.99,64.85,310.07,348.36,7.47
1718006400,5,3524.78,1.41,75.4,343.32,65.8,288.29,324.77,7.92
1718010000,5,3631.59,1.29,90.48,228.88,59.13,231.48,263.81,9.5
1718013600,5,10040.28,45.15,200.15,32.19,76.29,268.56,320.03,23.05
1718017200,5,22430.42,268.22,208.38,0.06,111.58,436.4,528.84,38
1718020800,5,32043.46,454.19,219.35,0,127.79,679.12,820.9,50.66
1718024400,5,36743.16,500.68,265.96,0,133.51,947.5,1143.24,68.9
1718028000,5,37170.41,472.07,298.86,0,137.33,1158.84,1404.84,89.17
1718031600,5,35888.67,414.85,323.53,0,148.77,1296.89,1583.85,118.55
1718035200,5,33752.44,368.36,329.02,0,154.5,1347.21,1649.05,131.73
1718038800,5,30761.72,321.87,293.37,0,125.89,1252.58,1535.79,96.26
1718042400,5,24566.65,236.03,233.05,0,86.78,1037.69,1279.92,63.33
1718046000,5,18798.83,153.78,178.22,0,58.65,836.04,1037.3,43.57
1718049600,5,14739.99,104.61,138.46,0,42.92,704.65,874.26,32.93
1718053200,5,11962.89,76,108.3,0,33.86,601.12,729.76,26.35
1718056800,5,9399.41,55.43,85,0,29.09,487.2,582.32,20.77
1718060400,5,8438.11,57.22,73.34,0,30.99,424.28,504.49,19.76
1718064000,5,10467.53,107.29,74.71,0.05,47.21,448.07,535.72,27.61
1718067600,5,13351.44,177.03,81.57,0.27,67.71,450.26,546.3,33.44
1718071200,5,14739.99,209.21,94.59,0.96,78.2,424.27,527.79,35.46
1718074800,5,12603.76,151.99,122.01,3.84,71.53,360.15,453.44,35.46
1718078400,5,5554.2,23.69,120.64,28.61,50.07,187,228.6,19.51
1718082000,5,4272.46,6.82,101.45,54.36,44.35,161.76,194.99,15.96
1718085600,5,3311.16,2.63,78.14,54.36,36.24,121.2,146.3,12.16
1718089200,5,2883.91,1.41,73.34,24.68,31.95,80.79,100.11,10.01
1718092800,4,3204.35,7.6,79.51,3.76,35.29,72.28,91.59,10.77
1718096400,5,4058.84,26.15,83.63,0.11,42.44,81.41,102.55,12.79
1718100000,5,8758.54,113.55,100.08,0,64.85,147.39,183.39,17.99
1718103600,5,15594.48,243.19,115.16,0,87.74,262.22,321.46,21.53
1718107200,5,19226.07,314.71,119.27,0,93.46,370.67,452.7,25.84
1718110800,5,20721.44,332.59,117.9,0,101.09,485.45,606.58,48.13
1718114400,5,21789.55,339.75,119.27,0,121.12,604.22,777.51,89.17
1718118000,5,23284.91,354.05,127.49,0,148.77,731.31,953.02,139.83
1718121600,5,25207.52,382.66,138.46,0,173.57,831.29,1084.66,176.31
1718125200,5,24993.9,386.24,137.09,0,164.03,833.96,1087.33,168.2
1718128800,5,22216.8,332.59,123.38,0,123.98,768.86,1011.06,131.73
1718132400,5,19012.45,264.64,109.67,0,80.11,717.3,935.27,88.16
1718136000,5,16662.6,209.21,101.45,0,59.6,680.78,870.81,72.96
1718139600,5,14526.37,173.45,89.11,0,49.59,644.32,808.27,64.85
1718143200,5,12924.19,151.99,74.71,0,42.92,591.89,722.32,54.21
1718146800,5,12283.33,150.2,64.43,0,40.05,561.77,665.19,42.56
1718150400,5,15380.86,211,63.75,0.04,56.74,620.72,725.99,46.1
1718154000,5,20507.81,321.87,74.71,0.09,82.97,666.25,787.36,44.58
1718157600,5,24139.4,404.12,84.31,0.1,94.41,675.08,816.69,41.04
1718161200,5,22644.04,361.2,87.74,0.09,86.78,601.31,748.55,45.6
1718164800,5,4859.92,35.32,93.22,0.92,45.3,151.33,185.93,15.96
1718168400,5,2750.4,5.14,76.77,4.56,35.76,95.08,113.92,10.77
1718172000,4,2109.53,2.37,56.89,10.73,28.61,68.69,81.64,8.11
1718175600,4,1922.61,2.88,51.41,12.7,25.75,52.65,63.74,7.22
1718179200,3,1949.31,4.02,52.78,13.77,25.75,46.94,58.26,7.47
1718182800,3,2109.53,4.53,57.58,13.05,25.27,45.55,56.83,8.23
1718186400,5,6942.75,83.15,86.37,1.13,47.68,104.46,132.34,17.99
1718190000,5,16021.73,257.49,106.93,0.03,81.06,238.01,297.74,27.61
1718193600,5,22857.67,386.24,113.79,0,95.37,392.8,488.83,37.49
1718197200,5,24139.4,404.12,111.04,0,96.32,510.5,644.71,53.2
1718200800,5,22216.8,368.36,95.96,0,85.83,560.25,724.27,55.22
